GENERATION_PROJECT,timepoint,gen_max_capacity_factor
w4,48,0.724567148
w4,49,0.04072517
w4,50,0.151353028
w4,51,0.261980886
w4,52,0.372608744
w4,53,0.483236602
w4,54,0.59386446
w4,55,0.650493669
w4,56,0.707122878
w4,57,0.763752087
w4,58,0.58045938
w4,59,0.397166672
w4,60,0.213873965
w4,61,0.302914424
w4,62,0.391954884
w4,63,0.480995343
w4,64,0.320663562
w4,65,0.160331781
w4,66,0
w4,67,0.067030341
w4,68,0.134060682
w4,69,0.201091023
w4,70,0.375583065
w4,71,0.550075106
w4,72,0.724567148
w4,73,0.04072517
w4,74,0.151353028
w4,75,0.261980886
w4,76,0.372608744
w4,77,0.483236602
w4,78,0.59386446
w4,79,0.650493669
w4,80,0.707122878
w4,81,0.763752087
w4,82,0.58045938
w4,83,0.397166672
w4,84,0.213873965
w4,85,0.302914424
w4,86,0.391954884
w4,87,0.480995343
w4,88,0.320663562
w4,89,0.160331781
w4,90,0
w4,91,0.067030341
w4,92,0.134060682
w4,93,0.201091023
w4,94,0.375583065
w4,95,0.550075106
w4,96,0.724567148
w5,1,0
w5,2,0
w5,3,0
w5,4,0.003963923
w5,5,0.007927845
w5,6,0.011891768
w5,7,0.018619622
w5,8,0.025347475
w5,9,0.032075329
w5,10,0.021383553
w5,11,0.010691776
w5,12,0
w5,13,0
w5,14,0
w5,15,0
w5,16,0
w5,17,0
w5,18,0
w5,19,0.05403384
w5,20,0.108067679
w5,21,0.162101519
w5,22,0.154578561
w5,23,0.147055602
w5,24,0.139532644
w5,25,0
w5,26,0
w5,27,0
w5,28,0.003963923
w5,29,0.007927845
w5,30,0.011891768
w5,31,0.018619622
w5,32,0.025347475
w5,33,0.032075329
w5,34,0.021383553
w5,35,0.010691776
w5,36,0
w5,37,0
w5,38,0
w5,39,0
w5,40,0
w5,41,0
w5,42,0
w5,43,0.05403384
w5,44,0.108067679
w5,45,0.162101519
w5,46,0.154578561
w5,47,0.147055602
w5,48,0.139532644
w5,49,0
w5,50,0
w5,51,0
w5,52,0.003963923
w5,53,0.007927845
w5,54,0.011891768
w5,55,0.018619622
w5,56,0.025347475
w5,57,0.032075329
w5,58,0.021383553
w5,59,0.010691776
w5,60,0
w5,61,0
w5,62,0
w5,63,0
w5,64,0
w5,65,0
w5,66,0
w5,67,0.05403384
w5,68,0.108067679
w5,69,0.162101519
w5,70,0.154578561
w5,71,0.147055602
w5,72,0.139532644
w5,73,0
w5,74,0
w5,75,0
w5,76,0.003963923
w5,77,0.007927845
w5,78,0.011891768
w5,79,0.018619622
w5,80,0.025347475
w5,81,0.032075329
w5,82,0.021383553
w5,83,0.010691776
w5,84,0
w5,85,0
w5,86,0
w5,87,0
w5,88,0
w5,89,0
w5,90,0
w5,91,0.05403384
w5,92,0.108067679
w5,93,0.162101519
w5,94,0.154578561
w5,95,0.147055602
w5,96,0.139532644
w6,1,0
w6,2,0
w6,3,0.011775837
w6,4,0.12236497
w6,5,0.232954102
w6,6,0.343543235
w6,7,0.368440148
w6,8,0.393337061
w6,9,0.418233974
w6,10,0.361949523
w6,11,0.305665073
w6,12,0.249380622
w6,13,0.189738663
w6,14,0.130096704
w6,15,0.070454745
w6,16,0.049781871
w6,17,0.029108998
w6,18,0.008436124
w6,19,0.051192849
w6,20,0.093949574
w6,21,0.136706299
w6,22,0.178690158
w6,23,0.220674018
w6,24,0.262657877
w6,25,0
w6,26,0
w6,27,0.011775837
w6,28,0.12236497
w6,29,0.232954102
w6,30,0.343543235
w6,31,0.368440148
w6,32,0.393337061
w6,33,0.418233974
w6,34,0.361949523
w6,35,0.305665073
w6,36,0.249380622
w6,37,0.189738663
w6,38,0.130096704
w6,39,0.070454745
w6,40,0.049781871
w6,41,0.029108998
w6,42,0.008436124
w6,43,0.051192849
w6,44,0.093949574
w6,45,0.136706299
w6,46,0.178690158
w6,47,0.220674018
w6,48,0.262657877
w6,49,0
w6,50,0
w6,51,0.011775837
w6,52,0.12236497
w6,53,0.232954102
w6,54,0.343543235
w6,55,0.368440148
w6,56,0.393337061
w6,57,0.418233974
w6,58,0.361949523
w6,59,0.305665073
w6,60,0.249380622
w6,61,0.189738663
w6,62,0.130096704
w6,63,0.070454745
w6,64,0.049781871
w6,65,0.029108998
w6,66,0.008436124
w6,67,0.051192849
w6,68,0.093949574
w6,69,0.136706299
w6,70,0.178690158
w6,71,0.220674018
w6,72,0.262657877
w6,73,0
w6,74,0
w6,75,0.011775837
w6,76,0.12236497
w6,77,0.232954102
w6,78,0.343543235
w6,79,0.368440148
w6,80,0.393337061
w6,81,0.418233974
w6,82,0.361949523
w6,83,0.305665073
w6,84,0.249380622
w6,85,0.189738663
w6,86,0.130096704
w6,87,0.070454745
w6,88,0.049781871
w6,89,0.029108998
w6,90,0.008436124
w6,91,0.051192849
w6,92,0.093949574
w6,93,0.136706299
w6,94,0.178690158
w6,95,0.220674018
w6,96,0.262657877
w7,1,0.013163441
w7,2,0.114405913
w7,3,0.215648385
w7,4,0.316890857
w7,5,0.418133329
w7,6,0.519375801
w7,7,0.571200732
w7,8,0.623025664
w7,9,0.674850595
w7,10,0.507107974
w7,11,0.339365353
w7,12,0.171622732
w7,13,0.253109226
w7,14,0.334595719
w7,15,0.416082213
w7,16,0.277388142
w7,17,0.138694071
w7,18,0
w7,19,0.053308088
w7,20,0.106616175
w7,21,0.159924263
w7,22,0.319420279
w7,23,0.478916294
w7,24,0.63841231
w7,25,0.013163441
w7,26,0.114405913
w7,27,0.215648385
w7,28,0.316890857
w7,29,0.418133329
w7,30,0.519375801
w7,31,0.571200732
w7,32,0.623025664
w7,33,0.674850595
w7,34,0.507107974
w7,35,0.339365353
w7,36,0.171622732
w7,37,0.253109226
w7,38,0.334595719
w7,39,0.416082213
w7,40,0.277388142
w7,41,0.138694071
w7,42,0
w7,43,0.053308088
w7,44,0.106616175
w7,45,0.159924263
w7,46,0.319420279
w7,47,0.478916294
w7,48,0.63841231
w7,49,0.013163441
w7,50,0.114405913
w7,51,0.215648385
w7,52,0.316890857
w7,53,0.418133329
w7,54,0.519375801
w7,55,0.571200732
w7,56,0.623025664
w7,57,0.674850595
w7,58,0.507107974
w7,59,0.339365353
w7,60,0.171622732
w7,61,0.253109226
w7,62,0.334595719
w7,63,0.416082213
w7,64,0.277388142
w7,65,0.138694071
w7,66,0
w7,67,0.053308088
w7,68,0.106616175
w7,69,0.159924263
w7,70,0.319420279
w7,71,0.478916294
w7,72,0.63841231
w7,73,0.013163441
w7,74,0.114405913
w7,75,0.215648385
w7,76,0.316890857
w7,77,0.418133329
w7,78,0.519375801
w7,79,0.571200732
w7,80,0.623025664
w7,81,0.674850595
w7,82,0.507107974
w7,83,0.339365353
w7,84,0.171622732
w7,85,0.253109226
w7,86,0.334595719
w7,87,0.416082213
w7,88,0.277388142
w7,89,0.138694071
w7,90,0
w7,91,0.053308088
w7,92,0.106616175
w7,93,0.159924263
w7,94,0.319420279
w7,95,0.478916294
w7,96,0.63841231
w8,1,0.038038338
w8,2,0.070260271
w8,3,0.102482204
w8,4,0.134704137
w8,5,0.16692607
w8,6,0.199148003
w8,7,0.164033066
w8,8,0.128918129
w8,9,0.093803192
w8,10,0.096457976
w8,11,0.099112761
w8,12,0.101767545
w8,13,0.084617271
w8,14,0.067466996
w8,15,0.050316722
w8,16,0.033544481
w8,17,0.016772241
w8,18,0
w8,19,0
w8,20,0
w8,21,0
w8,22,0
w8,23,0
w8,24,0
w8,25,0.038038338
w8,26,0.070260271
w8,27,0.102482204
w8,28,0.134704137
w8,29,0.16692607
w8,30,0.199148003
w8,31,0.164033066
w8,32,0.128918129
w8,33,0.093803192
w8,34,0.096457976
w8,35,0.099112761
w8,36,0.101767545
w8,37,0.084617271
w8,38,0.067466996
w8,39,0.050316722
w8,40,0.033544481
w8,41,0.016772241
w8,42,0
w8,43,0
w8,44,0
w8,45,0
w8,46,0
w8,47,0
w8,48,0
w8,49,0.038038338
w8,50,0.070260271
w8,51,0.102482204
w8,52,0.134704137
w8,53,0.16692607
w8,54,0.199148003
w8,55,0.164033066
w8,56,0.128918129
w8,57,0.093803192
w8,58,0.096457976
w8,59,0.099112761
w8,60,0.101767545
w8,61,0.084617271
w8,62,0.067466996
w8,63,0.050316722
w8,64,0.033544481
w8,65,0.016772241
w8,66,0
w8,67,0
w8,68,0
w8,69,0
w8,70,0
w8,71,0
w8,72,0
w8,73,0.038038338
w8,74,0.070260271
w8,75,0.102482204
w8,76,0.134704137
w8,77,0.16692607
w8,78,0.199148003
w8,79,0.164033066
w8,80,0.128918129
w8,81,0.093803192
w8,82,0.096457976
w8,83,0.099112761
w8,84,0.101767545
w8,85,0.084617271
w8,86,0.067466996
w8,87,0.050316722
w8,88,0.033544481
w8,89,0.016772241
w8,90,0
w8,91,0
w8,92,0
w8,93,0
w8,94,0
w8,95,0
w8,96,0
w9,1,0.680702676
w9,2,0.583119188
w9,3,0.485535701
w9,4,0.387952214
w9,5,0.290368726
w9,6,0.192785239
w9,7,0.1609658
w9,8,0.129146361
w9,9,0.097326922
w9,10,0.210237095
w9,11,0.323147268
w9,12,0.436057441
w9,13,0.45821059
w9,14,0.480363738
w9,15,0.502516887
w9,16,0.345765192
w9,17,0.189013498
w9,18,0.032261803
w9,19,0.103387187
w9,20,0.17451257
w9,21,0.245637954
w9,22,0.263340465
w9,23,0.281042975
w9,24,0.298745486
w9,25,0.680702676
w9,26,0.583119188
w9,27,0.485535701
w9,28,0.387952214
w9,29,0.290368726
w9,30,0.192785239
w9,31,0.1609658
w9,32,0.129146361
w9,33,0.097326922
w9,34,0.210237095
w9,35,0.323147268
w9,36,0.436057441
w9,37,0.45821059
w9,38,0.480363738
w9,39,0.502516887
w9,40,0.345765192
w9,41,0.189013498
w9,42,0.032261803
w9,43,0.103387187
w9,44,0.17451257
w9,45,0.245637954
w9,46,0.263340465
w9,47,0.281042975
w9,48,0.298745486
w9,49,0.680702676
w9,50,0.583119188
w9,51,0.485535701
w9,52,0.387952214
w9,53,0.290368726
w9,54,0.192785239
w9,55,0.1609658
w9,56,0.129146361
w9,57,0.097326922
w9,58,0.210237095
w9,59,0.323147268
w9,60,0.436057441
w9,61,0.45821059
w9,62,0.480363738
w9,63,0.502516887
w9,64,0.345765192
w9,65,0.189013498
w9,66,0.032261803
w9,67,0.103387187
w9,68,0.17451257
w9,69,0.245637954
w9,70,0.263340465
w9,71,0.281042975
w9,72,0.298745486
w9,73,0.680702676
w9,74,0.583119188
w9,75,0.485535701
w9,76,0.387952214
w9,77,0.290368726
w9,78,0.192785239
w9,79,0.1609658
w9,80,0.129146361
w9,81,0.097326922
w9,82,0.210237095
w9,83,0.323147268
w9,84,0.436057441
w9,85,0.45821059
w9,86,0.480363738
w9,87,0.502516887
w9,88,0.345765192
w9,89,0.189013498
w9,90,0.032261803
w9,91,0.103387187
w9,92,0.17451257
w9,93,0.245637954
w9,94,0.263340465
w9,95,0.281042975
w9,96,0.298745486
w10,1,0.646936504
w10,2,0.552782833
w10,3,0.458629162
w10,4,0.364475491
w10,5,0.27032182
w10,6,0.176168149
w10,7,0.145467084
w10,8,0.114766019
w10,9,0.084064954
w10,10,0.193006616
w10,11,0.301948277
w10,12,0.410889939
w10,13,0.43226446
w10,14,0.45363898
w10,15,0.475013501
w10,16,0.323771238
w10,17,0.172528976
w10,18,0.021286713
w10,19,0.089912216
w10,20,0.15853772
w10,21,0.227163223
w10,22,0.243873897
w10,23,0.26058457
w10,24,0.277295244
w10,25,0.646936504
w10,26,0.552782833
w10,27,0.458629162
w10,28,0.364475491
w10,29,0.27032182
w10,30,0.176168149
w10,31,0.145467084
w10,32,0.114766019
w10,33,0.084064954
w10,34,0.193006616
w10,35,0.301948277
w10,36,0.410889939
w10,37,0.43226446
w10,38,0.45363898
w10,39,0.475013501
w10,40,0.323771238
w10,41,0.172528976
w10,42,0.021286713
w10,43,0.089912216
w10,44,0.15853772
w10,45,0.227163223
w10,46,0.243873897
w10,47,0.26058457
w10,48,0.277295244
w10,49,0.646936504
w10,50,0.552782833
w10,51,0.458629162
w10,52,0.364475491
w10,53,0.27032182
w10,54,0.176168149
w10,55,0.145467084
w10,56,0.114766019
w10,57,0.084064954
w10,58,0.193006616
w10,59,0.301948277
w10,60,0.410889939
w10,61,0.43226446
w10,62,0.45363898
w10,63,0.475013501
w10,64,0.323771238
w10,65,0.172528976
w10,66,0.021286713
w10,67,0.089912216
w10,68,0.15853772
w10,69,0.227163223
w10,70,0.243873897
w10,71,0.26058457
w10,72,0.277295244
w10,73,0.646936504
w10,74,0.552782833
w10,75,0.458629162
w10,76,0.364475491
w10,77,0.27032182
w10,78,0.176168149
w10,79,0.145467084
w10,80,0.114766019
w10,81,0.084064954
w10,82,0.193006616
w10,83,0.301948277
w10,84,0.410889939
w10,85,0.43226446
w10,86,0.45363898
w10,87,0.475013501
w10,88,0.323771238
w10,89,0.172528976
w10,90,0.021286713
w10,91,0.089912216
w10,92,0.15853772
w10,93,0.227163223
w10,94,0.243873897
w10,95,0.26058457
w10,96,0.277295244
w11,1,0.324040877
w11,2,0.259232701
w11,3,0.194424526
w11,4,0.129616351
w11,5,0.064808175
w11,6,0
w11,7,0.028821822
w11,8,0.057643645
w11,9,0.086465467
w11,10,0.095610698
w11,11,0.10475593
w11,12,0.113901161
w11,13,0.16079948
w11,14,0.2076978
w11,15,0.254596119
w11,16,0.18615985
w11,17,0.11772358
w11,18,0.049287311
w11,19,0.032858207
w11,20,0.016429104
w11,21,0
w11,22,0.070413857
w11,23,0.140827713
w11,24,0.21124157
w11,25,0.324040877
w11,26,0.259232701
w11,27,0.194424526
w11,28,0.129616351
w11,29,0.064808175
w11,30,0
w11,31,0.028821822
w11,32,0.057643645
w11,33,0.086465467
w11,34,0.095610698
w11,35,0.10475593
w11,36,0.113901161
w11,37,0.16079948
w11,38,0.2076978
w11,39,0.254596119
w11,40,0.18615985
w11,41,0.11772358
w11,42,0.049287311
w11,43,0.032858207
w11,44,0.016429104
w11,45,0
w11,46,0.070413857
w11,47,0.140827713
w11,48,0.21124157
w11,49,0.324040877
w11,50,0.259232701
w11,51,0.194424526
w11,52,0.129616351
w11,53,0.064808175
w11,54,0
w11,55,0.028821822
w11,56,0.057643645
w11,57,0.086465467
w11,58,0.095610698
w11,59,0.10475593
w11,60,0.113901161
w11,61,0.16079948
w11,62,0.2076978
w11,63,0.254596119
w11,64,0.18615985
w11,65,0.11772358
w11,66,0.049287311
w11,67,0.032858207
w11,68,0.016429104
w11,69,0
w11,70,0.070413857
w11,71,0.140827713
w11,72,0.21124157
w11,73,0.324040877
w11,74,0.259232701
w11,75,0.194424526
w11,76,0.129616351
w11,77,0.064808175
w11,78,0
w11,79,0.028821822
w11,80,0.057643645
w11,81,0.086465467
w11,82,0.095610698
w11,83,0.10475593
w11,84,0.113901161
w11,85,0.16079948
w11,86,0.2076978
w11,87,0.254596119
w11,88,0.18615985
w11,89,0.11772358
w11,90,0.049287311
w11,91,0.032858207
w11,92,0.016429104
w11,93,0
w11,94,0.070413857
w11,95,0.140827713
w11,96,0.21124157
