load_zone,timestamp,ZoneTotalDistributedDispatch,InjectIntoDistributedGrid,zone_demand_mw,ShiftDemand,RecoveryDemand
inside_lvliang,87,0.0,2352.0021220500007,-2315.758267,-0.0,-36.24385505
inside_lvliang,88,0.0,2342.573377,-2342.573377,-0.0,-0.0
inside_lvliang,89,0.0,2395.1052750000003,-2395.105275,-0.0,-0.0
inside_lvliang,90,0.0,2603.009954,-2603.009954,-0.0,-0.0
inside_lvliang,91,0.0,2765.9028060000005,-2765.902806,-0.0,-0.0
inside_lvliang,92,0.0,2733.6644955300007,-2809.352111,75.68761547,-0.0
inside_lvliang,93,0.0,2698.6443592650003,-2736.488167,-0.0,37.843807735
inside_lvliang,94,0.0,2718.946587,-2718.946587,-0.0,-0.0
inside_lvliang,95,0.0,2621.304767,-2621.304767,-0.0,-0.0
inside_lvliang,96,0.0,2483.3807260000003,-2483.380726,-0.0,-0.0
outside_lvliang,1,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,2,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,3,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,4,0.0,1003.8454157606627,-1000.0,-3.845415760662455,-0.0
outside_lvliang,5,0.0,1001.9227078803314,-1000.0,-0.0,-1.9227078803312274
outside_lvliang,6,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,7,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,8,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,9,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,10,0.0,1003.8454157606627,-1000.0,-3.845415760662455,-0.0
outside_lvliang,11,0.0,1001.9227078803314,-1000.0,-0.0,-1.9227078803312274
outside_lvliang,12,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,13,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,14,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,15,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,16,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,17,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,18,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,19,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,20,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,21,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,22,0.0,992.3091684786751,-1000.0,7.690831521324867,-0.0
outside_lvliang,23,0.0,996.1545842393379,-1000.0,-0.0,3.8454157606624335
outside_lvliang,24,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,25,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,26,0.0,1010.3333333333334,-1000.0,-10.333333333333485,-0.0
outside_lvliang,27,0.0,1005.166666666667,-1000.0,-0.0,-5.1666666666667425
outside_lvliang,28,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,29,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,30,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,31,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,32,0.0,1010.3333333333334,-1000.0,-10.333333333333371,-0.0
outside_lvliang,33,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,34,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,35,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,36,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,37,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,38,0.0,1010.3333333333334,-1000.0,-10.333333333333371,-0.0
outside_lvliang,39,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,40,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,41,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,42,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,43,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,44,0.0,969.0000000000001,-1000.0,31.0,-0.0
outside_lvliang,45,0.0,984.5000000000003,-1000.0,-0.0,15.5
outside_lvliang,46,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,47,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,48,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,49,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,50,0.0,1010.3333333333334,-1000.0,-10.333333333333371,-0.0
outside_lvliang,51,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,52,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,53,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,54,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,55,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,56,0.0,1010.3333333333336,-1000.0,-10.333333333333371,-0.0
outside_lvliang,57,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,58,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,59,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,60,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,61,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,62,0.0,1010.3333333333334,-1000.0,-10.333333333333258,-0.0
outside_lvliang,63,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666629
outside_lvliang,64,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,65,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,66,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,67,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,68,0.0,969.0000000000001,-1000.0,31.0,-0.0
outside_lvliang,69,0.0,984.5000000000003,-1000.0,-0.0,15.5
outside_lvliang,70,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,71,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,72,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,73,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,74,0.0,1010.3333333333334,-1000.0,-10.333333333333371,-0.0
outside_lvliang,75,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,76,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,77,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,78,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,79,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,80,0.0,1010.3333333333336,-1000.0,-10.333333333333371,-0.0
outside_lvliang,81,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,82,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,83,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,84,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,85,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,86,0.0,1010.3333333333334,-1000.0,-10.333333333333371,-0.0
outside_lvliang,87,0.0,1005.166666666667,-1000.0,-0.0,-5.166666666666686
outside_lvliang,88,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,89,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,90,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,91,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,92,0.0,969.0000000000001,-1000.0,31.0,-0.0
outside_lvliang,93,0.0,984.5000000000003,-1000.0,-0.0,15.5
outside_lvliang,94,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,95,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
outside_lvliang,96,0.0,1000.0000000000002,-1000.0,-0.0,-0.0
